Sample_ID,window_start,Nutrient,Concentration
Q1,1992-01-28,ca_mgl,5.376
Q1,1992-01-28,NH4_ugl,NA
Q1,1992-03-31,k_mgl,1.051111111111111
Q1,1992-03-31,NO3_ugl,63.125
Q1,1992-03-31,mg_mgl,3.3244444444444445
Q1,1992-03-31,ca_mgl,5.618888888888889
Q1,1992-03-31,NH4_ugl,NA
Q1,1992-06-02,k_mgl,1.1566666666666667
Q1,1992-06-02,NO3_ugl,58.25
Q1,1992-06-02,mg_mgl,2.8633333333333333
Q1,1992-06-02,ca_mgl,4.7877777777777775
Q1,1992-06-02,NH4_ugl,NA
Q1,1992-08-04,k_mgl,1.1144444444444446
Q1,1992-08-04,NO3_ugl,102.66666666666666
Q1,1992-08-04,mg_mgl,3.236666666666667
Q1,1992-08-04,ca_mgl,5.694444444444445
Q1,1992-08-04,NH4_ugl,NA
Q1,1992-10-06,k_mgl,0.9877777777777778
Q1,1992-10-06,NO3_ugl,76.28571428571429
Q1,1992-10-06,mg_mgl,3.002222222222222
Q1,1992-10-06,ca_mgl,5.384444444444444
Q1,1992-10-06,NH4_ugl,NA
Q1,1992-12-08,k_mgl,1.0822222222222222
Q1,1992-12-08,NO3_ugl,20.5
Q1,1992-12-08,mg_mgl,2.897777777777778
Q1,1992-12-08,ca_mgl,4.845555555555555
Q1,1992-12-08,NH4_ugl,NA
Q1,1993-02-09,k_mgl,1.12
Q1,1993-02-09,NO3_ugl,125.33333333333333
Q1,1993-02-09,mg_mgl,3.4466666666666668
Q1,1993-02-09,ca_mgl,5.72
Q1,1993-02-09,NH4_ugl,NA
Q1,1993-04-13,k_mgl,1.22
Q1,1993-04-13,NO3_ugl,69.11111111111111
Q1,1993-04-13,mg_mgl,3.4755555555555557
Q1,1993-04-13,ca_mgl,5.415555555555556
Q1,1993-04-13,NH4_ugl,NA
Q1,1993-06-15,k_mgl,1.018888888888889
Q1,1993-06-15,NO3_ugl,39.2
Q1,1993-06-15,mg_mgl,2.9566666666666666
Q1,1993-06-15,ca_mgl,5.483333333333333
Q1,1993-06-15,NH4_ugl,NA
Q1,1993-08-17,k_mgl,1.0933333333333333
Q1,1993-08-17,NO3_ugl,43.111111111111114
Q1,1993-08-17,mg_mgl,3.281111111111111
Q1,1993-08-17,ca_mgl,5.704444444444444
Q1,1993-08-17,NH4_ugl,NA
Q1,1993-10-19,k_mgl,1.1277777777777778
Q1,1993-10-19,NO3_ugl,12.444444444444445
Q1,1993-10-19,mg_mgl,3.2733333333333334
Q1,1993-10-19,ca_mgl,5.831111111111111
Q1,1993-10-19,NH4_ugl,NA
Q1,1993-12-21,k_mgl,1.0355555555555556
Q1,1993-12-21,NO3_ugl,25.333333333333332
Q1,1993-12-21,mg_mgl,2.8844444444444446
Q1,1993-12-21,ca_mgl,5.3133333333333335
Q1,1993-12-21,NH4_ugl,NA
Q1,1994-02-22,k_mgl,1.0655555555555556
Q1,1994-02-22,NO3_ugl,86.75
Q1,1994-02-22,mg_mgl,3.3433333333333333
Q1,1994-02-22,ca_mgl,5.968888888888889
Q1,1994-02-22,NH4_ugl,NA
Q1,1994-04-26,k_mgl,1.1566666666666667
Q1,1994-04-26,NO3_ugl,17.444444444444443
Q1,1994-04-26,mg_mgl,3.7
Q1,1994-04-26,ca_mgl,6.6466666666666665
Q1,1994-04-26,NH4_ugl,NA
Q1,1994-06-28,k_mgl,1.143
Q1,1994-06-28,NO3_ugl,94.75
Q1,1994-06-28,mg_mgl,3.505
Q1,1994-06-28,ca_mgl,6.196
Q1,1994-06-28,NH4_ugl,NA
Q1,1994-08-30,k_mgl,1.22
Q1,1994-08-30,NO3_ugl,NA
Q1,1994-08-30,mg_mgl,3.3455555555555554
Q1,1994-08-30,ca_mgl,6.12
Q1,1994-08-30,NH4_ugl,NA
Q1,1994-11-01,k_mgl,1.0988888888888888
Q1,1994-11-01,NO3_ugl,109
Q1,1994-11-01,mg_mgl,3.0444444444444443
Q1,1994-11-01,ca_mgl,5.645555555555555
Q1,1994-11-01,NH4_ugl,NA
Q2,1988-10-18,k_mgl,0.8475
Q2,1988-10-18,NO3_ugl,224.125
Q2,1988-10-18,mg_mgl,2.38125
Q2,1988-10-18,ca_mgl,4.18625
Q2,1988-10-18,NH4_ugl,61
Q2,1988-12-20,k_mgl,0.9077777777777778
Q2,1988-12-20,NO3_ugl,219.11111111111111
Q2,1988-12-20,mg_mgl,2.4833333333333334
Q2,1988-12-20,ca_mgl,4.488888888888889
Q2,1988-12-20,NH4_ugl,NA
Q2,1989-02-21,k_mgl,0.8377777777777777
Q2,1989-02-21,NO3_ugl,224.9
Q2,1989-02-21,mg_mgl,2.7688888888888887
Q2,1989-02-21,ca_mgl,4.62
Q2,1989-02-21,NH4_ugl,NA
Q2,1989-04-25,k_mgl,0.9366666666666666
Q2,1989-04-25,NO3_ugl,174
Q2,1989-04-25,mg_mgl,2.6755555555555555
Q2,1989-04-25,ca_mgl,4.58
Q2,1989-04-25,NH4_ugl,NA
Q2,1989-06-27,k_mgl,1.0044444444444445
Q2,1989-06-27,NO3_ugl,176
Q2,1989-06-27,mg_mgl,2.3566666666666665
Q2,1989-06-27,ca_mgl,4.605555555555556
Q2,1989-06-27,NH4_ugl,NA
Q2,1989-08-29,k_mgl,1.1718181818181819
Q2,1989-08-29,NO3_ugl,137.42857142857142
Q2,1989-08-29,mg_mgl,2.789
Q2,1989-08-29,ca_mgl,5.341
Q2,1989-08-29,NH4_ugl,NA
Q2,1989-10-31,k_mgl,1.339
Q2,1989-10-31,NO3_ugl,424.3
Q2,1989-10-31,mg_mgl,3.138
Q2,1989-10-31,ca_mgl,6.071
Q2,1989-10-31,NH4_ugl,NA
Q2,1990-01-02,k_mgl,1.3822222222222222
Q2,1990-01-02,NO3_ugl,194.75
Q2,1990-01-02,mg_mgl,3.12
Q2,1990-01-02,ca_mgl,6.677777777777778
Q2,1990-01-02,NH4_ugl,NA
Q2,1990-03-06,k_mgl,1.393076923076923
Q2,1990-03-06,NO3_ugl,460.9090909090909
Q2,1990-03-06,mg_mgl,2.46
Q2,1990-03-06,ca_mgl,5.222307692307692
Q2,1990-03-06,NH4_ugl,NA
Q2,1990-05-08,k_mgl,1.262
Q2,1990-05-08,NO3_ugl,301.5
Q2,1990-05-08,mg_mgl,3.079
Q2,1990-05-08,ca_mgl,6.397
Q2,1990-05-08,NH4_ugl,NA
Q2,1990-07-10,k_mgl,0.9955555555555555
Q2,1990-07-10,NO3_ugl,177.44444444444446
Q2,1990-07-10,mg_mgl,3.2844444444444445
Q2,1990-07-10,ca_mgl,7.045555555555556
Q2,1990-07-10,NH4_ugl,NA
Q2,1990-09-11,k_mgl,0.8822222222222222
Q2,1990-09-11,NO3_ugl,101
Q2,1990-09-11,mg_mgl,2.76
Q2,1990-09-11,ca_mgl,6.1322222222222225
Q2,1990-09-11,NH4_ugl,NA
Q2,1990-11-13,k_mgl,1.0463636363636364
Q2,1990-11-13,NO3_ugl,211.45454545454547
Q2,1990-11-13,mg_mgl,2.9263636363636363
Q2,1990-11-13,ca_mgl,6.368181818181818
Q2,1990-11-13,NH4_ugl,NA
Q2,1991-01-15,k_mgl,0.8288888888888889
Q2,1991-01-15,NO3_ugl,124.71428571428571
Q2,1991-01-15,mg_mgl,3.0255555555555556
Q2,1991-01-15,ca_mgl,6.865555555555556
Q2,1991-01-15,NH4_ugl,NA
Q2,1991-03-19,k_mgl,0.8922222222222222
Q2,1991-03-19,NO3_ugl,77.44444444444443
Q2,1991-03-19,mg_mgl,2.92
Q2,1991-03-19,ca_mgl,5.662222222222222
Q2,1991-03-19,NH4_ugl,NA
Q2,1991-05-21,k_mgl,1.078
Q2,1991-05-21,NO3_ugl,85.125
Q2,1991-05-21,mg_mgl,3.005
Q2,1991-05-21,ca_mgl,3.7439999999999998
Q2,1991-05-21,NH4_ugl,NA
Q2,1991-07-23,k_mgl,1.271
Q2,1991-07-23,NO3_ugl,60.2
Q2,1991-07-23,mg_mgl,3.157
Q2,1991-07-23,ca_mgl,6.536
Q2,1991-07-23,NH4_ugl,NA
Q2,1991-09-24,k_mgl,1.2816666666666667
Q2,1991-09-24,NO3_ugl,170.83333333333331
Q2,1991-09-24,mg_mgl,2.6133333333333333
Q2,1991-09-24,ca_mgl,4.645833333333333
Q2,1991-09-24,NH4_ugl,NA
Q2,1991-11-26,k_mgl,1.198888888888889
Q2,1991-11-26,NO3_ugl,296.1111111111111
Q2,1991-11-26,mg_mgl,3.051111111111111
Q2,1991-11-26,ca_mgl,5.783333333333333
Q2,1991-11-26,NH4_ugl,NA
Q2,1992-01-28,k_mgl,1.284
Q2,1992-01-28,NO3_ugl,191.11111111111111
Q2,1992-01-28,mg_mgl,2.969
Q2,1992-01-28,ca_mgl,6.08
Q2,1992-01-28,NH4_ugl,NA
Q2,1992-03-31,k_mgl,1.1555555555555557
Q2,1992-03-31,NO3_ugl,135.125
Q2,1992-03-31,mg_mgl,2.8533333333333335
Q2,1992-03-31,ca_mgl,5.455555555555556
Q2,1992-03-31,NH4_ugl,NA
Q2,1992-06-02,k_mgl,1.26
Q2,1992-06-02,NO3_ugl,58
Q2,1992-06-02,mg_mgl,2.9877777777777776
Q2,1992-06-02,ca_mgl,6.188888888888889
Q2,1992-06-02,NH4_ugl,NA
Q2,1992-08-04,k_mgl,1.2733333333333332
Q2,1992-08-04,NO3_ugl,79.66666666666667
Q2,1992-08-04,mg_mgl,3.04
Q2,1992-08-04,ca_mgl,6.444444444444445
Q2,1992-08-04,NH4_ugl,NA
Q2,1992-10-06,k_mgl,1.1822222222222223
Q2,1992-10-06,NO3_ugl,47.75
Q2,1992-10-06,mg_mgl,2.738888888888889
Q2,1992-10-06,ca_mgl,5.905555555555556
Q2,1992-10-06,NH4_ugl,NA
Q2,1992-12-08,k_mgl,1.2344444444444445
Q2,1992-12-08,NO3_ugl,172
Q2,1992-12-08,mg_mgl,3.0322222222222224
Q2,1992-12-08,ca_mgl,6.345555555555555
Q2,1992-12-08,NH4_ugl,NA
Q2,1993-02-09,k_mgl,1.38
Q2,1993-02-09,NO3_ugl,145.5
Q2,1993-02-09,mg_mgl,3.3477777777777775
Q2,1993-02-09,ca_mgl,6.855555555555555
Q2,1993-02-09,NH4_ugl,NA
Q2,1993-04-13,k_mgl,1.3155555555555556
Q2,1993-04-13,NO3_ugl,89.75
Q2,1993-04-13,mg_mgl,2.8722222222222222
Q2,1993-04-13,ca_mgl,5.665555555555556
Q2,1993-04-13,NH4_ugl,NA
Q2,1993-06-15,k_mgl,1.49
Q2,1993-06-15,NO3_ugl,95.4
Q2,1993-06-15,mg_mgl,3.163333333333333
Q2,1993-06-15,ca_mgl,7.022222222222222
Q2,1993-06-15,NH4_ugl,NA
Q2,1993-08-17,k_mgl,1.2966666666666666
Q2,1993-08-17,NO3_ugl,61.625
Q2,1993-08-17,mg_mgl,2.8777777777777778
Q2,1993-08-17,ca_mgl,6.525555555555555
Q2,1993-08-17,NH4_ugl,NA
Q2,1993-10-19,k_mgl,1.3855555555555557
Q2,1993-10-19,NO3_ugl,41.22222222222222
Q2,1993-10-19,mg_mgl,2.966666666666667
Q2,1993-10-19,ca_mgl,6.611111111111112
Q2,1993-10-19,NH4_ugl,NA
Q2,1993-12-21,k_mgl,1.3711111111111112
Q2,1993-12-21,NO3_ugl,12.5
Q2,1993-12-21,mg_mgl,2.694444444444444
Q2,1993-12-21,ca_mgl,5.996666666666667
Q2,1993-12-21,NH4_ugl,NA
Q2,1994-02-22,k_mgl,1.3444444444444446
Q2,1994-02-22,NO3_ugl,37.5
Q2,1994-02-22,mg_mgl,2.9522222222222223
Q2,1994-02-22,ca_mgl,6.587777777777778
Q2,1994-02-22,NH4_ugl,NA
Q2,1994-04-26,k_mgl,1.3925
Q2,1994-04-26,NO3_ugl,22.25
Q2,1994-04-26,mg_mgl,3.24125
Q2,1994-04-26,ca_mgl,6.95875
Q2,1994-04-26,NH4_ugl,NA
Q2,1994-06-28,k_mgl,1.1633333333333333
Q2,1994-06-28,NO3_ugl,145.5
Q2,1994-06-28,mg_mgl,2.4833333333333334
Q2,1994-06-28,ca_mgl,5.0649999999999995
Q2,1994-06-28,NH4_ugl,NA
Q2,1994-08-30,k_mgl,1.32
Q2,1994-08-30,NO3_ugl,NA
Q2,1994-08-30,mg_mgl,1.975
Q2,1994-08-30,ca_mgl,4.325
Q2,1994-08-30,NH4_ugl,NA
Q2,1994-11-01,k_mgl,1.25375
Q2,1994-11-01,NO3_ugl,NA
Q2,1994-11-01,mg_mgl,2.48875
Q2,1994-11-01,ca_mgl,5.3075
Q2,1994-11-01,NH4_ugl,NA
Q3,1988-10-18,k_mgl,0.7075
Q3,1988-10-18,NO3_ugl,184
Q3,1988-10-18,mg_mgl,2.6574999999999998
Q3,1988-10-18,ca_mgl,3.7885714285714287
Q3,1988-10-18,NH4_ugl,57
Q3,1988-12-20,k_mgl,0.7922222222222223
Q3,1988-12-20,NO3_ugl,188.88888888888889
Q3,1988-12-20,mg_mgl,2.761111111111111
Q3,1988-12-20,ca_mgl,3.87
Q3,1988-12-20,NH4_ugl,NA
Q3,1989-02-21,k_mgl,0.6988888888888889
Q3,1989-02-21,NO3_ugl,158.22222222222223
Q3,1989-02-21,mg_mgl,2.716666666666667
Q3,1989-02-21,ca_mgl,3.668888888888889
Q3,1989-02-21,NH4_ugl,NA
Q3,1989-04-25,k_mgl,0.7544444444444445
Q3,1989-04-25,NO3_ugl,145.22222222222223
Q3,1989-04-25,mg_mgl,2.9
Q3,1989-04-25,ca_mgl,4.1755555555555555
Q3,1989-04-25,NH4_ugl,NA
Q3,1989-06-27,k_mgl,0.8044444444444444
Q3,1989-06-27,NO3_ugl,111.22222222222223
Q3,1989-06-27,mg_mgl,2.626666666666667
Q3,1989-06-27,ca_mgl,3.4266666666666667
Q3,1989-06-27,NH4_ugl,NA
Q3,1989-08-29,k_mgl,1.031
Q3,1989-08-29,NO3_ugl,176.5
Q3,1989-08-29,mg_mgl,2.676
Q3,1989-08-29,ca_mgl,3.638
Q3,1989-08-29,NH4_ugl,NA
Q3,1989-10-31,k_mgl,1.489
Q3,1989-10-31,NO3_ugl,424.5
Q3,1989-10-31,mg_mgl,3.586
Q3,1989-10-31,ca_mgl,4.354
Q3,1989-10-31,NH4_ugl,NA
Q3,1990-01-02,k_mgl,1.4577777777777778
Q3,1990-01-02,NO3_ugl,262.375
Q3,1990-01-02,mg_mgl,3.61
Q3,1990-01-02,ca_mgl,5.15
Q3,1990-01-02,NH4_ugl,NA
Q3,1990-03-06,k_mgl,1.406153846153846
Q3,1990-03-06,NO3_ugl,380.25
Q3,1990-03-06,mg_mgl,2.644615384615385
Q3,1990-03-06,ca_mgl,3.683076923076923
Q3,1990-03-06,NH4_ugl,NA
Q3,1990-05-08,k_mgl,1.304
Q3,1990-05-08,NO3_ugl,308
Q3,1990-05-08,mg_mgl,3.278
Q3,1990-05-08,ca_mgl,4.443
Q3,1990-05-08,NH4_ugl,NA
Q3,1990-07-10,k_mgl,1.0666666666666667
Q3,1990-07-10,NO3_ugl,187.375
Q3,1990-07-10,mg_mgl,3.4144444444444444
Q3,1990-07-10,ca_mgl,5.423333333333333
Q3,1990-07-10,NH4_ugl,NA
Q3,1990-09-11,k_mgl,0.9577777777777777
Q3,1990-09-11,NO3_ugl,114.55555555555556
Q3,1990-09-11,mg_mgl,3.2544444444444447
Q3,1990-09-11,ca_mgl,5.295555555555556
Q3,1990-09-11,NH4_ugl,NA
Q3,1990-11-13,k_mgl,0.9927272727272728
Q3,1990-11-13,NO3_ugl,197.5
Q3,1990-11-13,mg_mgl,2.8363636363636364
Q3,1990-11-13,ca_mgl,4.458181818181818
Q3,1990-11-13,NH4_ugl,NA
Q3,1991-01-15,k_mgl,0.7888888888888889
Q3,1991-01-15,NO3_ugl,154.28571428571428
Q3,1991-01-15,mg_mgl,3.8155555555555556
Q3,1991-01-15,ca_mgl,4.995555555555556
Q3,1991-01-15,NH4_ugl,NA
Q3,1991-03-19,k_mgl,0.8233333333333334
Q3,1991-03-19,NO3_ugl,82.125
Q3,1991-03-19,mg_mgl,3.187777777777778
Q3,1991-03-19,ca_mgl,4.322222222222222
Q3,1991-03-19,NH4_ugl,NA
Q3,1991-05-21,k_mgl,0.929
Q3,1991-05-21,NO3_ugl,87.25
Q3,1991-05-21,mg_mgl,3.391
Q3,1991-05-21,ca_mgl,4.38
Q3,1991-05-21,NH4_ugl,NA
Q3,1991-07-23,k_mgl,0.98
Q3,1991-07-23,NO3_ugl,107.1
Q3,1991-07-23,mg_mgl,3.269
Q3,1991-07-23,ca_mgl,4.54
Q3,1991-07-23,NH4_ugl,NA
Q3,1991-09-24,k_mgl,0.8916666666666667
Q3,1991-09-24,NO3_ugl,147.91666666666666
Q3,1991-09-24,mg_mgl,3.0091666666666668
Q3,1991-09-24,ca_mgl,4.235833333333333
Q3,1991-09-24,NH4_ugl,NA
Q3,1991-11-26,k_mgl,0.9144444444444445
Q3,1991-11-26,NO3_ugl,216.77777777777777
Q3,1991-11-26,mg_mgl,3.0955555555555554
Q3,1991-11-26,ca_mgl,4.552222222222222
Q3,1991-11-26,NH4_ugl,NA
Q3,1992-01-28,k_mgl,1.159
Q3,1992-01-28,NO3_ugl,167.11111111111111
Q3,1992-01-28,mg_mgl,3.3930000000000002
Q3,1992-01-28,ca_mgl,5.371
Q3,1992-01-28,NH4_ugl,NA
Q3,1992-03-31,k_mgl,0.9644444444444444
Q3,1992-03-31,NO3_ugl,80
Q3,1992-03-31,mg_mgl,3.088888888888889
Q3,1992-03-31,ca_mgl,5.408888888888889
Q3,1992-03-31,NH4_ugl,NA
Q3,1992-06-02,k_mgl,0.9077777777777778
Q3,1992-06-02,NO3_ugl,74.11111111111111
Q3,1992-06-02,mg_mgl,2.8355555555555556
Q3,1992-06-02,ca_mgl,4.177777777777778
Q3,1992-06-02,NH4_ugl,NA
Q3,1992-08-04,k_mgl,1.1233333333333333
Q3,1992-08-04,NO3_ugl,49.66666666666667
Q3,1992-08-04,mg_mgl,2.918888888888889
Q3,1992-08-04,ca_mgl,4.372222222222223
Q3,1992-08-04,NH4_ugl,NA
Q3,1992-10-06,k_mgl,0.9655555555555556
Q3,1992-10-06,NO3_ugl,51.111111111111114
Q3,1992-10-06,mg_mgl,3.2311111111111113
Q3,1992-10-06,ca_mgl,4.5488888888888885
Q3,1992-10-06,NH4_ugl,NA
Q3,1992-12-08,k_mgl,0.9722222222222222
Q3,1992-12-08,NO3_ugl,22
Q3,1992-12-08,mg_mgl,3.358888888888889
Q3,1992-12-08,ca_mgl,4.488888888888889
Q3,1992-12-08,NH4_ugl,NA
Q3,1993-02-09,k_mgl,0.8233333333333334
Q3,1993-02-09,NO3_ugl,129.5
Q3,1993-02-09,mg_mgl,3.256666666666667
Q3,1993-02-09,ca_mgl,4.522222222222222
Q3,1993-02-09,NH4_ugl,NA
Q3,1993-04-13,k_mgl,0.8624999999999999
Q3,1993-04-13,NO3_ugl,119.75
Q3,1993-04-13,mg_mgl,3.265
Q3,1993-04-13,ca_mgl,3.9675
Q3,1993-04-13,NH4_ugl,NA
Q3,1993-06-15,k_mgl,0.8088888888888889
Q3,1993-06-15,NO3_ugl,65.4
Q3,1993-06-15,mg_mgl,2.891111111111111
Q3,1993-06-15,ca_mgl,4.6066666666666665
Q3,1993-06-15,NH4_ugl,NA
Q3,1993-08-17,k_mgl,0.8633333333333334
Q3,1993-08-17,NO3_ugl,94.75
Q3,1993-08-17,mg_mgl,3.39625
Q3,1993-08-17,ca_mgl,4.736666666666666
Q3,1993-08-17,NH4_ugl,NA
Q3,1993-10-19,k_mgl,0.8366666666666667
Q3,1993-10-19,NO3_ugl,22.25
Q3,1993-10-19,mg_mgl,3.013333333333333
Q3,1993-10-19,ca_mgl,4.5344444444444445
Q3,1993-10-19,NH4_ugl,NA
Q3,1993-12-21,k_mgl,0.8077777777777778
Q3,1993-12-21,NO3_ugl,16
Q3,1993-12-21,mg_mgl,2.6155555555555554
Q3,1993-12-21,ca_mgl,4.054444444444444
Q3,1993-12-21,NH4_ugl,NA
Q3,1994-02-22,k_mgl,0.9011111111111111
Q3,1994-02-22,NO3_ugl,55.66666666666667
Q3,1994-02-22,mg_mgl,3.312222222222222
Q3,1994-02-22,ca_mgl,4.912222222222222
Q3,1994-02-22,NH4_ugl,NA
Q3,1994-04-26,k_mgl,0.8555555555555555
Q3,1994-04-26,NO3_ugl,17.11111111111111
Q3,1994-04-26,mg_mgl,3.5833333333333335
Q3,1994-04-26,ca_mgl,5.291111111111111
Q3,1994-04-26,NH4_ugl,NA
Q3,1994-06-28,k_mgl,0.888
Q3,1994-06-28,NO3_ugl,97.75
Q3,1994-06-28,mg_mgl,3.54
Q3,1994-06-28,ca_mgl,5
Q3,1994-06-28,NH4_ugl,NA
Q3,1994-08-30,k_mgl,0.8577777777777778
Q3,1994-08-30,NO3_ugl,NA
Q3,1994-08-30,mg_mgl,3.3277777777777775
Q3,1994-08-30,ca_mgl,4.845555555555555
Q3,1994-08-30,NH4_ugl,NA
Q3,1994-11-01,k_mgl,0.8477777777777777
Q3,1994-11-01,NO3_ugl,NA
Q3,1994-11-01,mg_mgl,3.082222222222222
Q3,1994-11-01,ca_mgl,4.412222222222222
Q3,1994-11-01,NH4_ugl,NA
MPR,1988-10-18,k_mgl,NA
MPR,1988-10-18,NO3_ugl,NA
MPR,1988-10-18,mg_mgl,NA
MPR,1988-10-18,ca_mgl,NA
MPR,1988-10-18,NH4_ugl,NA
MPR,1988-12-20,k_mgl,NA
MPR,1988-12-20,NO3_ugl,NA
MPR,1988-12-20,mg_mgl,NA
MPR,1988-12-20,ca_mgl,NA
MPR,1988-12-20,NH4_ugl,NA
MPR,1989-02-21,k_mgl,NA
MPR,1989-02-21,NO3_ugl,NA
MPR,1989-02-21,mg_mgl,NA
MPR,1989-02-21,ca_mgl,NA
MPR,1989-02-21,NH4_ugl,NA
MPR,1989-04-25,k_mgl,0.6816666666666666
MPR,1989-04-25,NO3_ugl,73.83333333333333
MPR,1989-04-25,mg_mgl,1.9433333333333334
MPR,1989-04-25,ca_mgl,6.568333333333333
MPR,1989-04-25,NH4_ugl,NA
MPR,1989-06-27,k_mgl,0.69375
MPR,1989-06-27,NO3_ugl,67.42857142857143
MPR,1989-06-27,mg_mgl,1.75375
MPR,1989-06-27,ca_mgl,6.6
MPR,1989-06-27,NH4_ugl,NA
MPR,1989-08-29,k_mgl,0.87
MPR,1989-08-29,NO3_ugl,95.2
MPR,1989-08-29,mg_mgl,2.17
MPR,1989-08-29,ca_mgl,6.04
MPR,1989-08-29,NH4_ugl,NA
MPR,1989-10-31,k_mgl,0.8814285714285715
MPR,1989-10-31,NO3_ugl,221.14285714285717
MPR,1989-10-31,mg_mgl,2.5083333333333333
MPR,1989-10-31,ca_mgl,8.496666666666666
MPR,1989-10-31,NH4_ugl,NA
MPR,1990-01-02,k_mgl,1.1322222222222222
MPR,1990-01-02,NO3_ugl,172
MPR,1990-01-02,mg_mgl,2.22
